,Signer,sign type,Class Label,Frame,Vid_name,Text
983,Brady,Lexical Signs,ELECTRIC,31,Brady-session-ASL_2011_06_14_Brady-scene-11-1695-1725-camera1.mov,electric
984,Brady,Compound Signs,ELECTRIC+AGENT,34,Brady-session-ASL_2011_06_14_Brady-scene-11-1981-2014-camera1.mov,electric agent
985,Brady,Lexical Signs,ELEMENTARY,33,Brady-session-ASL_2011_06_14_Brady-scene-11-2250-2282-camera1.mov,elementary
986,Brady,Lexical Signs,ELEPHANT,26,Brady-session-ASL_2011_06_14_Brady-scene-11-2484-2509-camera1.mov,elephant
987,Brady,Lexical Signs,ELEVATOR,35,Brady-session-ASL_2011_06_14_Brady-scene-11-2748-2782-camera1.mov,elevator
988,Brady,Number Signs,ELEVEN,21,Brady-session-ASL_2011_06_08_Brady-scene-4-7527-7547-camera1.mov,eleven
989,Brady,Lexical Signs,EMBARRASS,45,Brady-session-ASL_2011_06_14_Brady-scene-11-3663-3707-camera1.mov,embarrass
990,Brady,Lexical Signs,EMBARRASS,61,Brady-session-ASL_2011_07_22_Brady-scene-39-351-411-camera1.mov,embarrass
991,Brady,Lexical Signs,EMERGENCY,40,Brady-session-ASL_2011_06_14_Brady-scene-11-7085-7124-camera1.mov,emergency
992,Brady,Lexical Signs,EMOTION,38,Brady-session-ASL_2011_06_14_Brady-scene-11-7452-7489-camera1.mov,emotion
993,Brady,Lexical Signs,EMPHASIZE,25,Brady-session-ASL_2011_06_14_Brady-scene-11-7700-7724-camera1.mov,emphasize
994,Brady,Lexical Signs,EMPHASIZE,17,Brady-session-ASL_2011_06_14_Brady-scene-39-1952-1968-camera1.mov,emphasize
995,Brady,Lexical Signs,EMPTY/EARLY,17,Brady-session-ASL_2011_06_14_Brady-scene-9-5041-5057-camera1.mov,empty
996,Brady,Lexical Signs,EMPTY/NAKED,16,Brady-session-ASL_2011_06_14_Brady-scene-11-8140-8155-camera1.mov,empty
997,Brady,Lexical Signs,ENCOURAGE,36,Brady-session-ASL_2011_06_14_Brady-scene-11-8369-8404-camera1.mov,encourage
998,Brady,Lexical Signs,ENCOURAGE,53,Brady-session-ASL_2011_07_22_Brady-scene-17-2000-2052-camera1.mov,encourage
999,Brady,Lexical Signs,ENCYCLOPEDIA,36,Brady-session-ASL_2011_06_14_Brady-scene-11-9175-9210-camera1.mov,encyclopedia
1000,Brady,Lexical Signs,ENERGY,22,Brady-session-ASL_2011_06_14_Brady-scene-12-842-863-camera1.mov,energy
1001,Brady,Lexical Signs,ENGAGEMENT,19,Brady-session-ASL_2011_06_14_Brady-scene-12-1142-1160-camera1.mov,engagement
1002,Brady,Lexical Signs,ENGAGEMENT,14,Brady-session-ASL_2011_06_14_Brady-scene-12-2847-2860-camera1.mov,engagement
1003,Brady,Compound Signs,ENGINEERING+AGENT,38,Brady-session-ASL_2011_06_14_Brady-scene-12-4591-4628-camera1.mov,engineering agent
1004,Brady,Lexical Signs,ENJOY,55,Brady-session-ASL_2011_06_14_Brady-scene-12-5350-5404-camera1.mov,enjoy
1005,Brady,Lexical Signs,ENJOY,45,Brady-session-ASL_2011_07_19_Brady-scene-36-2035-2079-camera1.mov,enjoy
1006,Brady,Lexical Signs,ENOUGH,26,Brady-session-ASL_2011_06_14_Brady-scene-12-5575-5600-camera1.mov,enough
1007,Brady,Lexical Signs,ENTER,23,Brady-session-ASL_2011_06_14_Brady-scene-56-1040-1062-camera1.mov,enter
1008,Brady,Lexical Signs,ENVIRONMENT,21,Brady-session-ASL_2011_06_14_Brady-scene-12-6021-6041-camera1.mov,environment
1009,Brady,Lexical Signs,EPISCOPAL,19,Brady-session-ASL_2011_06_14_Brady-scene-12-6252-6270-camera1.mov,episcopal
1010,Brady,Lexical Signs,EQUAL,20,Brady-session-ASL_2011_06_14_Brady-scene-12-6719-6738-camera1.mov,equal
1011,Brady,Lexical Signs,EQUIPMENT,25,Brady-session-ASL_2011_06_14_Brady-scene-12-6980-7004-camera1.mov,equipment
1012,Brady,Lexical Signs,ERASE,27,Brady-session-ASL_2011_06_14_Brady-scene-12-7200-7226-camera1.mov,erase
1013,Brady,Lexical Signs,ERECT,33,Brady-session-ASL_2011_07_19_Brady-scene-77-2012-2044-camera1.mov,erect
1014,Brady,Lexical Signs,ESCAPE,19,Brady-session-ASL_2011_06_14_Brady-scene-12-8015-8033-camera1.mov,escape
1015,Brady,Lexical Signs,ETCETERA,25,Brady-session-ASL_2011_06_14_Brady-scene-13-360-384-camera1.mov,etcetera
1016,Brady,Lexical Signs,EVALUATE,36,Brady-session-ASL_2011_06_14_Brady-scene-13-798-833-camera1.mov,evaluate
1017,Brady,Lexical Signs,EVERY-FRIDAY,27,Brady-session-ASL_2011_06_14_Brady-scene-13-3132-3158-camera1.mov,every-friday
1018,Brady,Lexical Signs,EVERY-MONDAY,26,Brady-session-ASL_2011_06_14_Brady-scene-13-3351-3376-camera1.mov,every-monday
1019,Brady,Lexical Signs,EVERY-MONTH/RENT,49,Brady-session-ASL_2011_07_19_Brady-scene-5-859-907-camera1.mov,every-month
1020,Brady,Lexical Signs,EVERY-SATURDAY,28,Brady-session-ASL_2011_06_14_Brady-scene-13-3555-3582-camera1.mov,every-saturday
1021,Brady,Lexical Signs,EVERY-SUNDAY,23,Brady-session-ASL_2011_06_14_Brady-scene-13-3784-3806-camera1.mov,every-sunday
1022,Brady,Lexical Signs,EVERY-THURSDAY,20,Brady-session-ASL_2011_06_14_Brady-scene-13-4260-4279-camera1.mov,every-thursday
1023,Brady,Lexical Signs,EVERY-THURSDAY,22,Brady-session-ASL_2011_06_14_Brady-scene-13-4029-4050-camera1.mov,every-thursday
1024,Brady,Lexical Signs,EVERY-TUESDAY,21,Brady-session-ASL_2011_06_14_Brady-scene-13-4492-4512-camera1.mov,every-tuesday
1025,Liz,Lexical Signs,EVERY-TWO-YEARS,37,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-16-1845-1881-camera1.mov,every-two-years
1026,Liz,Lexical Signs,EVERY-TWO-YEARS,59,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-24-2032-2090-camera1.mov,every-two-years
1027,Brady,Lexical Signs,EVERY-TWO-YEARS,34,Brady-session-ASL_2011_06_08_Brady-scene-21-1829-1862-camera1.mov,every-two-years
1028,Brady,Lexical Signs,EVERY-TWO-YEARS,24,Brady-session-ASL_2011_06_14_Brady-scene-13-2133-2156-camera1.mov,every-two-years
1029,Brady,Lexical Signs,EVERY-WEDNESDAY,21,Brady-session-ASL_2011_06_14_Brady-scene-13-4724-4744-camera1.mov,every-wednesday
1030,Liz,Lexical Signs,EVERY-YEAR,81,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-23-1420-1500-camera1.mov,every-year
1031,Brady,Lexical Signs,EVERY-YEAR,96,Brady-session-ASL_2011_06_08_Brady-scene-12-784-879-camera1.mov,every-year
1032,Brady,Lexical Signs,EVERY-YEAR,61,Brady-session-ASL_2011_07_22_Brady-scene-35-1433-1493-camera1.mov,every-year
1033,Brady,Lexical Signs,EVERY-YEAR,57,Brady-session-ASL_2011_07_22_Brady-scene-57-5978-6034-camera1.mov,every-year
1034,Brady,Compound Signs,EVERY+THING,29,Brady-session-ASL_2011_06_14_Brady-scene-14-469-497-camera1.mov,every thing
1035,Brady,Compound Signs,EVERY+THING,33,Brady-session-ASL_2011_07_22_Brady-scene-42-1795-1827-camera1.mov,every thing
1036,Brady,Lexical Signs,EVERYDAY,34,Brady-session-ASL_2011_06_14_Brady-scene-13-4950-4983-camera1.mov,everyday
1037,Liz,Lexical Signs,EXACT,63,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-23-658-720-camera1.mov,exact
1038,Brady,Lexical Signs,EXACT,23,Brady-session-ASL_2011_06_14_Brady-scene-14-972-994-camera1.mov,exact
1039,Brady,Lexical Signs,EXAGGERATE,55,Brady-session-ASL_2011_06_14_Brady-scene-14-2364-2418-camera1.mov,exaggerate
1040,Brady,Lexical Signs,EXCEED,21,Brady-session-ASL_2011_06_14_Brady-scene-14-3085-3105-camera1.mov,exceed
1041,Brady,Lexical Signs,EXCITED,30,Brady-session-ASL_2011_06_14_Brady-scene-14-3866-3895-camera1.mov,excited
1042,Brady,Lexical Signs,EXCUSE,21,Brady-session-ASL_2011_06_08_Brady-scene-36-2175-2195-camera1.mov,excuse
1043,Brady,Lexical Signs,EXCUSE,23,Brady-session-ASL_2011_06_14_Brady-scene-14-4180-4202-camera1.mov,excuse
1044,Brady,Lexical Signs,EXCUSE,28,Brady-session-ASL_2011_06_14_Brady-scene-21-7561-7588-camera1.mov,excuse
1045,Brady,Lexical Signs,EXCUSE,27,Brady-session-ASL_2011_06_14_Brady-scene-21-7810-7836-camera1.mov,excuse
1046,Brady,Lexical Signs,EXPAND,23,Brady-session-ASL_2011_06_14_Brady-scene-14-5075-5097-camera1.mov,expand
1047,Brady,Lexical Signs,EXPENSIVE,32,Brady-session-ASL_2011_06_14_Brady-scene-14-5309-5340-camera1.mov,expensive
1048,Brady,Lexical Signs,EXPERIENCE,34,Brady-session-ASL_2011_06_14_Brady-scene-14-5936-5969-camera1.mov,experience
1049,Brady,Lexical Signs,EXPERIMENT,47,Brady-session-ASL_2011_06_14_Brady-scene-14-5620-5666-camera1.mov,experiment
1050,Brady,Lexical Signs,EXPERT,21,Brady-session-ASL_2011_06_08_Brady-scene-32-3913-3933-camera1.mov,expert
1051,Brady,Lexical Signs,EXPERT,22,Brady-session-ASL_2011_06_14_Brady-scene-14-6428-6449-camera1.mov,expert
1052,Brady,Lexical Signs,EXPERT,20,Brady-session-ASL_2011_06_14_Brady-scene-27-3520-3539-camera1.mov,expert
1053,Brady,Lexical Signs,EXPLOIT,37,Brady-session-ASL_2011_07_19_Brady-scene-75-659-695-camera1.mov,exploit
1054,Brady,Lexical Signs,EXPOSE,34,Brady-session-ASL_2011_07_19_Brady-scene-79-442-475-camera1.mov,expose
1055,Liz,Lexical Signs,EXPOSE,50,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-27-1207-1256-camera1.mov,expose
1056,Brady,Lexical Signs,EXPRESS,19,Brady-session-ASL_2011_06_14_Brady-scene-15-620-638-camera1.mov,express
1057,Brady,Lexical Signs,EYE-MASK,29,Brady-session-ASL_2011_06_14_Brady-scene-54-4662-4690-camera1.mov,eye-mask
1058,Brady,Lexical Signs,EYEBROW,31,Brady-session-ASL_2011_06_14_Brady-scene-15-900-930-camera1.mov,eyebrow
1059,Brady,Lexical Signs,EYEBROW-FROWN,28,Brady-session-ASL_2011_06_14_Brady-scene-23-4073-4100-camera1.mov,eyebrow-frown
1060,Brady,Lexical Signs,EYELASHES,18,Brady-session-ASL_2011_06_14_Brady-scene-15-1129-1146-camera1.mov,eyelashes
1061,Brady,Lexical Signs,EYES,23,Brady-session-ASL_2011_06_14_Brady-scene-15-1411-1433-camera1.mov,eyes
1062,Brady,Lexical Signs,F,113,Brady-session-ASL_2011_06_14_Brady-scene-15-2188-2300-camera1.mov,f
1063,Brady,Lexical Signs,FACE,42,Brady-session-ASL_2011_06_14_Brady-scene-51-4310-4351-camera1.mov,face
1064,Brady,Lexical Signs,FACE,45,Brady-session-ASL_2011_06_14_Brady-scene-15-3316-3360-camera1.mov,face
1065,Brady,Lexical Signs,FACE,41,Brady-session-ASL_2011_06_14_Brady-scene-51-4535-4575-camera1.mov,face
1066,Brady,Compound Signs,FACE+NICE/CLEAN,42,Brady-session-ASL_2011_06_14_Brady-scene-31-5332-5373-camera1.mov,face nice
1067,Brady,Compound Signs,FACE+SAME,29,Brady-session-ASL_2011_06_14_Brady-scene-51-3366-3394-camera1.mov,face same
1068,Brady,Compound Signs,FACE+STRONG,33,Brady-session-ASL_2011_06_14_Brady-scene-51-3107-3139-camera1.mov,face strong
1069,Brady,Lexical Signs,FACIAL-EXPRESSION,42,Brady-session-ASL_2011_06_14_Brady-scene-15-4761-4802-camera1.mov,facial-expression
1070,Brady,Lexical Signs,FACIAL-EXPRESSION,52,Brady-session-ASL_2011_06_14_Brady-scene-42-7441-7492-camera1.mov,facial-expression
1071,Liz,Lexical Signs,FACULTY,47,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-27-1550-1596-camera1.mov,faculty
1072,Brady,Lexical Signs,FACULTY,26,Brady-session-ASL_2011_06_14_Brady-scene-15-5390-5415-camera1.mov,faculty
1073,Liz,Lexical Signs,FAIL,62,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-27-1721-1782-camera1.mov,fail
1074,Brady,Lexical Signs,FAIL,16,Brady-session-ASL_2011_06_14_Brady-scene-15-5634-5649-camera1.mov,fail
1075,Brady,Lexical Signs,FAIL,15,Brady-session-ASL_2011_06_14_Brady-scene-20-4761-4775-camera1.mov,fail
1076,Brady,Lexical Signs,FALL,33,Brady-session-ASL_2011_06_14_Brady-scene-15-7606-7638-camera1.mov,fall
1077,Brady,Lexical Signs,FALL-IN-LOVE,39,Brady-session-ASL_2011_06_14_Brady-scene-15-7833-7871-camera1.mov,fall-in-love
1078,Brady,Lexical Signs,FALL-INTO-PLACE,38,Brady-session-ASL_2011_07_22_Brady-scene-33-125-162-camera1.mov,fall-into-place
1079,Brady,Lexical Signs,FALSE,26,Brady-session-ASL_2011_06_08_Brady-scene-13-4090-4115-camera1.mov,false
1080,Brady,Lexical Signs,FALSE,40,Brady-session-ASL_2011_06_14_Brady-scene-15-8090-8129-camera1.mov,false
1081,Brady,Lexical Signs,FALSE,30,Brady-session-ASL_2011_06_14_Brady-scene-17-4601-4630-camera1.mov,false
1082,Brady,Lexical Signs,FAMILY,20,Brady-session-ASL_2011_06_14_Brady-scene-16-452-471-camera1.mov,family
1083,Brady,Lexical Signs,FAMOUS,34,Brady-session-ASL_2011_06_14_Brady-scene-16-688-721-camera1.mov,famous
1084,Brady,Lexical Signs,FANCY,56,Brady-session-ASL_2011_06_14_Brady-scene-16-3032-3087-camera1.mov,fancy
1085,Brady,Lexical Signs,FANCY,62,Brady-session-ASL_2011_07_19_Brady-scene-91-1092-1153-camera1.mov,fancy
1086,Brady,Compound Signs,FANCY+BOX/ROOM,59,Brady-session-ASL_2011_06_14_Brady-scene-50-3282-3340-camera1.mov,fancy box
1087,Brady,Lexical Signs,FANTASY,51,Brady-session-ASL_2011_06_14_Brady-scene-16-3296-3346-camera1.mov,fantasy
1088,Brady,Lexical Signs,FAR,26,Brady-session-ASL_2011_06_08_Brady-scene-10-644-669-camera1.mov,far
1089,Brady,Lexical Signs,FAR,28,Brady-session-ASL_2011_06_14_Brady-scene-16-3556-3583-camera1.mov,far
1090,Brady,Lexical Signs,FARM,31,Brady-session-ASL_2011_06_14_Brady-scene-16-3787-3817-camera1.mov,farm
1091,Brady,Compound Signs,FARM+AGENT,37,Brady-session-ASL_2011_06_14_Brady-scene-16-4074-4110-camera1.mov,farm agent
1092,Liz,Lexical Signs,FASCINATE,60,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-28-1137-1196-camera1.mov,fascinate
1093,Liz,Lexical Signs,FAST,35,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-23-149-183-camera1.mov,fast
1094,Brady,Lexical Signs,FAST_3,18,Brady-session-ASL_2011_06_14_Brady-scene-16-4635-4652-camera1.mov,fast_3
1095,Brady,Lexical Signs,FASTING,30,Brady-session-ASL_2011_06_14_Brady-scene-16-4909-4938-camera1.mov,fasting
1096,Brady,Lexical Signs,FAT,22,Brady-session-ASL_2011_06_14_Brady-scene-16-5387-5408-camera1.mov,fat
1097,Brady,Lexical Signs,FATHER,17,Brady-session-ASL_2011_06_14_Brady-scene-16-5637-5653-camera1.mov,father
1098,Brady,Compound Signs,FATHER+LAW,41,Brady-session-ASL_2011_06_14_Brady-scene-16-5984-6024-camera1.mov,father law
1099,Brady,Lexical Signs,FAULT,26,Brady-session-ASL_2011_06_14_Brady-scene-16-6600-6625-camera1.mov,fault
1100,Brady,Lexical Signs,FAX,12,Brady-session-ASL_2011_06_14_Brady-scene-16-7286-7297-camera1.mov,fax
1101,Liz,Lexical Signs,FEATHER,36,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-28-1315-1350-camera1.mov,feather
1102,Liz,Lexical Signs,FED-UP/FULL,51,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-28-1470-1520-camera1.mov,fed-up
1103,Brady,Lexical Signs,FED-UP/FULL,24,Brady-session-ASL_2011_06_14_Brady-scene-17-1852-1875-camera1.mov,fed-up
1104,Brady,Lexical Signs,FED-UP/FULL,16,Brady-session-ASL_2011_06_14_Brady-scene-23-5559-5574-camera1.mov,fed-up
1105,Brady,Lexical Signs,FED-UP/FULL,21,Brady-session-ASL_2011_06_14_Brady-scene-23-5781-5801-camera1.mov,fed-up
1106,Brady,Lexical Signs,FED-UP/FULL,21,Brady-session-ASL_2011_06_14_Brady-scene-24-987-1007-camera1.mov,fed-up
1107,Brady,Lexical Signs,FEDERAL,25,Brady-session-ASL_2011_06_14_Brady-scene-17-2097-2121-camera1.mov,federal
1108,Brady,Lexical Signs,FEED,23,Brady-session-ASL_2011_06_14_Brady-scene-17-2326-2348-camera1.mov,feed
1109,Liz,Lexical Signs,FEEDBACK,24,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-12-2890-2913-camera1.mov,feedback
1110,Brady,Lexical Signs,FEEDBACK,22,Brady-session-ASL_2011_06_14_Brady-scene-17-2592-2613-camera1.mov,feedback
1111,Brady,Lexical Signs,FEEL,24,Brady-session-ASL_2011_06_14_Brady-scene-17-2854-2877-camera1.mov,feel
1112,Liz,Compound Signs,FEEL+DEFLATE,37,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-24-1667-1703-camera1.mov,feel deflate
1113,Brady,Compound Signs,FEEL+DEFLATE,37,Brady-session-ASL_2011_06_08_Brady-scene-19-1562-1598-camera1.mov,feel deflate
1114,Brady,Compound Signs,FEEL+GRIEF,43,Brady-session-ASL_2011_06_14_Brady-scene-29-3572-3614-camera1.mov,feel grief
1115,Liz,Compound Signs,FEEL+NONE/NOTHING,75,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-6-2031-2105-camera1.mov,feel none
1116,Brady,Compound Signs,FEEL+NONE/NOTHING,25,Brady-session-ASL_2011_06_08_Brady-scene-12-5244-5268-camera1.mov,feel none
1117,Brady,Lexical Signs,FEMALE-COUSIN,30,Brady-session-ASL_2011_06_08_Brady-scene-30-12111-12140-camera1.mov,female-cousin
1118,Brady,Lexical Signs,FEMALE-COUSIN,33,Brady-session-ASL_2011_06_08_Brady-scene-30-12392-12424-camera1.mov,female-cousin
1119,Brady,Lexical Signs,FEMALE-FIGURE,30,Brady-session-ASL_2011_06_14_Brady-scene-18-311-340-camera1.mov,female-figure
1120,Brady,Lexical Signs,FENCE,15,Brady-session-ASL_2011_06_14_Brady-scene-17-3877-3891-camera1.mov,fence
1121,Brady,Lexical Signs,FENCE,35,Brady-session-ASL_2011_07_22_Brady-scene-48-1871-1905-camera1.mov,fence
1122,Brady,Lexical Signs,FERRIS-WHEEL/FAIR,51,Brady-session-ASL_2011_06_08_Brady-scene-27-14600-14650-camera1.mov,ferris-wheel
1123,Brady,Lexical Signs,FEW,20,Brady-session-ASL_2011_07_19_Brady-scene-78-1511-1530-camera1.mov,few
1124,Liz,Lexical Signs,FEW/CLOSE,39,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-16-932-970-camera1.mov,few
1125,Brady,Lexical Signs,FEW/CLOSE,22,Brady-session-ASL_2011_06_14_Brady-scene-17-4130-4151-camera1.mov,few
1126,Liz,Lexical Signs,FIANCE,59,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-28-1662-1720-camera1.mov,fiance
1127,Brady,Lexical Signs,FIANCE,23,Brady-session-ASL_2011_06_14_Brady-scene-17-4366-4388-camera1.mov,fiance
1128,Brady,Number Signs,FIFTEEN,31,Brady-session-ASL_2011_06_08_Brady-scene-4-11841-11871-camera1.mov,fifteen
1129,Liz,Number Signs,FIFTH,31,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-11-2710-2740-camera1.mov,fifth
1130,Liz,Number Signs,FIFTH,36,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-15-795-830-camera1.mov,fifth
1131,Liz,Number Signs,FIFTH,41,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-18-885-925-camera1.mov,fifth
1132,Brady,Number Signs,FIFTH,16,Brady-session-ASL_2011_06_08_Brady-scene-4-265-280-camera1.mov,fifth
1133,Brady,Number Signs,FIFTH,15,Brady-session-ASL_2011_06_08_Brady-scene-4-725-739-camera1.mov,fifth
1134,Brady,Number Signs,FIFTH,17,Brady-session-ASL_2011_06_08_Brady-scene-4-1413-1429-camera1.mov,fifth
1135,Brady,Number Signs,FIFTH,12,Brady-session-ASL_2011_06_08_Brady-scene-5-10708-10719-camera1.mov,fifth
1136,Brady,Number Signs,FIFTH,17,Brady-session-ASL_2011_06_08_Brady-scene-6-734-750-camera1.mov,fifth
1137,Brady,Number Signs,FIFTH,21,Brady-session-ASL_2011_06_14_Brady-scene-17-6839-6859-camera1.mov,fifth
1138,Brady,Number Signs,FIFTH,11,Brady-session-ASL_2011_06_14_Brady-scene-19-2369-2379-camera1.mov,fifth
1139,Brady,Number Signs,FIFTH,12,Brady-session-ASL_2011_06_08_Brady-scene-6-462-473-camera1.mov,fifth
1140,Brady,Number Signs,FIFTH,22,Brady-session-ASL_2011_06_08_Brady-scene-6-981-1002-camera1.mov,fifth
1141,Liz,Number Signs,FIFTH-PLACE,46,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-11-2985-3030-camera1.mov,fifth-place
1142,Liz,Number Signs,FIFTH-PLACE,42,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-13-705-746-camera1.mov,fifth-place
1143,Liz,Number Signs,FIFTY-FIVE,46,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-19-885-930-camera1.mov,fifty-five
1144,Brady,Number Signs,FIFTY-FIVE,27,Brady-session-ASL_2011_06_14_Brady-scene-17-5855-5881-camera1.mov,fifty-five
1145,Brady,Lexical Signs,FIGHT,27,Brady-session-ASL_2011_06_14_Brady-scene-17-7421-7447-camera1.mov,fight
1146,Brady,Lexical Signs,FIGHT,23,Brady-session-ASL_2011_06_14_Brady-scene-17-7724-7746-camera1.mov,fight
1147,Brady,Lexical Signs,FILE,21,Brady-session-ASL_2011_06_14_Brady-scene-18-580-600-camera1.mov,file
1148,Brady,Lexical Signs,FILE,15,Brady-session-ASL_2011_06_14_Brady-scene-18-1298-1312-camera1.mov,file
1149,Brady,Lexical Signs,FILL-OUT,44,Brady-session-ASL_2011_07_19_Brady-scene-56-962-1005-camera1.mov,fill-out
1150,Brady,Lexical Signs,FILTHY,23,Brady-session-ASL_2011_06_14_Brady-scene-18-1710-1732-camera1.mov,filthy
1151,Liz,Lexical Signs,FINALLY,61,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-24-128-188-camera1.mov,finally
1152,Brady,Lexical Signs,FINALLY,24,Brady-session-ASL_2011_06_08_Brady-scene-13-10795-10818-camera1.mov,finally
1153,Brady,Lexical Signs,FINALLY,16,Brady-session-ASL_2011_06_14_Brady-scene-18-1944-1959-camera1.mov,finally
1154,Brady,Lexical Signs,FINANCIAL,26,Brady-session-ASL_2011_06_14_Brady-scene-18-2215-2240-camera1.mov,financial
1155,Brady,Lexical Signs,FIND/FIND-OUT,16,Brady-session-ASL_2011_06_08_Brady-scene-27-10346-10361-camera1.mov,find
1156,Brady,Lexical Signs,FIND/FIND-OUT,21,Brady-session-ASL_2011_06_08_Brady-scene-27-11670-11690-camera1.mov,find
1157,Brady,Lexical Signs,FINE,35,Brady-session-ASL_2011_06_14_Brady-scene-18-2468-2502-camera1.mov,fine
1158,Brady,Lexical Signs,FINGER,38,Brady-session-ASL_2011_06_14_Brady-scene-18-3577-3614-camera1.mov,finger
1159,Brady,Lexical Signs,FINGERPRINTS,28,Brady-session-ASL_2011_06_14_Brady-scene-18-3990-4017-camera1.mov,fingerprints
1160,Brady,Lexical Signs,FINGERS,29,Brady-session-ASL_2011_06_14_Brady-scene-18-4222-4250-camera1.mov,fingers
1161,Brady,Lexical Signs,FINGERSPELL,35,Brady-session-ASL_2011_06_14_Brady-scene-18-4484-4518-camera1.mov,fingerspell
1162,Brady,Lexical Signs,FINGERSPELL,40,Brady-session-ASL_2011_06_08_Brady-scene-25-20072-20111-camera1.mov,fingerspell
1163,Brady,Lexical Signs,FINGERSPELL,56,Brady-session-ASL_2011_07_22_Brady-scene-39-2337-2392-camera1.mov,fingerspell
1164,Brady,Lexical Signs,FINISH,16,Brady-session-ASL_2011_07_19_Brady-scene-99-1565-1580-camera1.mov,finish
1165,Brady,Lexical Signs,FINISH,16,Brady-session-ASL_2011_06_14_Brady-scene-18-5012-5027-camera1.mov,finish
1166,Brady,Lexical Signs,FIRE/BURN,46,Brady-session-ASL_2011_06_14_Brady-scene-18-6523-6568-camera1.mov,fire
1167,Brady,Lexical Signs,FIRE/BURN,19,Brady-session-ASL_2011_06_08_Brady-scene-24-7217-7235-camera1.mov,fire
1168,Brady,Lexical Signs,FIRED,19,Brady-session-ASL_2011_06_14_Brady-scene-18-6722-6740-camera1.mov,fired
1169,Brady,Lexical Signs,FIREMAN,33,Brady-session-ASL_2011_06_14_Brady-scene-18-6943-6975-camera1.mov,fireman
1170,Liz,Number Signs,FIRST,45,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-18-321-365-camera1.mov,first
1171,Brady,Number Signs,FIRST,17,Brady-session-ASL_2011_06_08_Brady-scene-5-1615-1631-camera1.mov,first
1172,Brady,Number Signs,FIRST,11,Brady-session-ASL_2011_06_08_Brady-scene-5-1740-1750-camera1.mov,first
1173,Brady,Number Signs,FIRST,12,Brady-session-ASL_2011_06_08_Brady-scene-5-916-927-camera1.mov,first
1174,Brady,Lexical Signs,FIRST-IN-LIST,11,Brady-session-ASL_2011_07_19_Brady-scene-42-1053-1063-camera1.mov,first-in-list
1175,Brady,Lexical Signs,FIRST-IN-LIST,16,Brady-session-ASL_2011_06_14_Brady-scene-19-70-85-camera1.mov,first-in-list
1176,Liz,Number Signs,FIRST-PLACE,56,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-13-125-180-camera1.mov,first-place
1177,Brady,Number Signs,FIRST-PLACE,26,Brady-session-ASL_2011_06_08_Brady-scene-4-15297-15322-camera1.mov,first-place
1178,Liz,Lexical Signs,FISH,46,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-11-3745-3790-camera1.mov,fish
1179,Brady,Lexical Signs,FISH,31,Brady-session-ASL_2011_06_14_Brady-scene-19-683-713-camera1.mov,fish
1180,Brady,Lexical Signs,FISH,31,Brady-session-ASL_2011_06_14_Brady-scene-19-914-944-camera1.mov,fish
1181,Brady,Lexical Signs,FISHING,27,Brady-session-ASL_2011_06_14_Brady-scene-19-1204-1230-camera1.mov,fishing
1182,Brady,Number Signs,FIVE,15,Brady-session-ASL_2011_06_08_Brady-scene-5-10503-10517-camera1.mov,five
1183,Liz,Compound Signs,FIVE_2+HOUR,85,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-16-4629-4713-camera1.mov,five_2 hour
1184,Liz,Number Signs,FIVE-DOLLARS,30,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-11-2851-2880-camera1.mov,five-dollars
1185,Brady,Number Signs,FIVE-DOLLARS,29,Brady-session-ASL_2011_06_08_Brady-scene-6-127-155-camera1.mov,five-dollars
